;angiodysplasia;erosion;stenosis;lymphangiectasia;lymph follicle;SMT;polyp-like;bleeding;diverticulum;erythema;foreign body;vein
2064;-1;10744;-1;-1;-1;-1;18160;-1;-1;-1;-1;-1
2065;-1;10745;-1;-1;-1;-1;18161;-1;-1;-1;-1;-1
2066;-1;10746;-1;-1;-1;-1;18162;-1;-1;-1;-1;-1
2067;-1;10747;-1;-1;-1;-1;18163;-1;-1;-1;-1;-1
2068;-1;10748;-1;-1;-1;-1;18164;-1;-1;-1;-1;-1
2069;-1;10749;-1;-1;-1;-1;18165;-1;-1;-1;-1;-1
2070;-1;10750;-1;-1;-1;-1;18166;-1;-1;-1;-1;-1
2071;-1;10751;-1;-1;-1;-1;18167;-1;-1;-1;-1;-1
2072;-1;10752;-1;-1;-1;-1;18168;-1;-1;-1;-1;-1
2073;-1;10753;-1;-1;-1;-1;18169;-1;-1;-1;-1;-1
2074;-1;10754;-1;-1;-1;-1;18170;-1;-1;-1;-1;-1
2075;-1;10755;-1;-1;-1;-1;18171;-1;-1;-1;-1;-1
2076;-1;10756;-1;-1;-1;-1;18172;-1;-1;-1;-1;-1
2077;-1;10757;-1;-1;-1;-1;18173;-1;-1;-1;-1;-1
2078;-1;10758;-1;-1;-1;-1;18174;-1;-1;-1;-1;-1
2079;-1;10759;-1;-1;-1;-1;18175;-1;-1;-1;-1;-1
2080;-1;10760;-1;-1;-1;-1;18176;-1;-1;-1;-1;-1
2081;-1;10761;-1;-1;-1;-1;18177;-1;-1;-1;-1;-1
2082;-1;10762;-1;-1;-1;-1;18178;-1;-1;-1;-1;-1
2083;-1;10763;-1;-1;-1;-1;18179;-1;-1;-1;-1;-1
2084;-1;10764;-1;-1;-1;-1;18180;-1;-1;-1;-1;-1
2085;-1;10765;-1;-1;-1;-1;18181;-1;-1;-1;-1;-1
2086;-1;10766;-1;-1;-1;-1;18182;-1;-1;-1;-1;-1
2087;-1;10767;-1;-1;-1;-1;18183;-1;-1;-1;-1;-1
2088;-1;10768;-1;-1;-1;-1;18184;-1;-1;-1;-1;-1
2089;-1;10769;-1;-1;-1;-1;18185;-1;-1;-1;-1;-1
2090;-1;10770;-1;-1;-1;-1;18186;-1;-1;-1;-1;-1
2091;-1;10771;-1;-1;-1;-1;18187;-1;-1;-1;-1;-1
2092;-1;10773;-1;-1;-1;-1;18188;-1;-1;-1;-1;-1
2093;-1;10774;-1;-1;-1;-1;18189;-1;-1;-1;-1;-1
2094;-1;10775;-1;-1;-1;-1;18190;-1;-1;-1;-1;-1
2095;-1;10776;-1;-1;-1;-1;18191;-1;-1;-1;-1;-1
2096;-1;10785;-1;-1;-1;-1;18192;-1;-1;-1;-1;-1
2097;-1;10786;-1;-1;-1;-1;18193;-1;-1;-1;-1;-1
2098;-1;10787;-1;-1;-1;-1;18194;-1;-1;-1;-1;-1
2099;-1;10788;-1;-1;-1;-1;18195;-1;-1;-1;-1;-1
2100;-1;10789;-1;-1;-1;-1;18196;-1;-1;-1;-1;-1
2101;-1;10790;-1;-1;-1;-1;18197;-1;-1;-1;-1;-1
2102;-1;10791;-1;-1;-1;-1;18198;-1;-1;-1;-1;-1
2103;-1;10792;-1;-1;-1;-1;18199;-1;-1;-1;-1;-1
2104;-1;10806;-1;-1;-1;-1;18200;-1;-1;-1;-1;-1
2105;-1;10813;-1;-1;-1;-1;18201;-1;-1;-1;-1;-1
2106;-1;10814;-1;-1;-1;-1;18202;-1;-1;-1;-1;-1
2107;-1;10828;-1;-1;-1;-1;18203;-1;-1;-1;-1;-1
2108;-1;10849;-1;-1;-1;-1;18204;-1;-1;-1;-1;-1
2109;-1;10850;-1;-1;-1;-1;18205;-1;-1;-1;-1;-1
2110;-1;10856;-1;-1;-1;-1;18206;-1;-1;-1;-1;-1
2111;-1;10857;-1;-1;-1;-1;18208;-1;-1;-1;-1;-1
2112;-1;10861;-1;-1;-1;-1;18209;-1;-1;-1;-1;-1
2113;-1;10880;-1;-1;-1;-1;18210;-1;-1;-1;-1;-1
2114;-1;10891;-1;-1;-1;-1;18211;-1;-1;-1;-1;-1
2115;-1;10892;-1;-1;-1;-1;18212;-1;-1;-1;-1;-1
2116;-1;10893;-1;-1;-1;-1;18213;-1;-1;-1;-1;-1
2117;-1;10894;-1;-1;-1;-1;18214;-1;-1;-1;-1;-1
2118;-1;10895;-1;-1;-1;-1;18215;-1;-1;-1;-1;-1
2119;-1;10896;-1;-1;-1;-1;18216;-1;-1;-1;-1;-1
2120;-1;10897;-1;-1;-1;-1;18217;-1;-1;-1;-1;-1
2121;-1;10898;-1;-1;-1;-1;18218;-1;-1;-1;-1;-1
2122;-1;10899;-1;-1;-1;-1;18219;-1;-1;-1;-1;-1
2123;-1;10901;-1;-1;-1;-1;18240;-1;-1;-1;-1;-1
2124;-1;10903;-1;-1;-1;-1;18241;-1;-1;-1;-1;-1
2125;-1;10904;-1;-1;-1;-1;18242;-1;-1;-1;-1;-1
2126;-1;10906;-1;-1;-1;-1;18243;-1;-1;-1;-1;-1
2127;-1;10907;-1;-1;-1;-1;18244;-1;-1;-1;-1;-1
2128;-1;10908;-1;-1;-1;-1;18245;-1;-1;-1;-1;-1
2129;-1;10909;-1;-1;-1;-1;18246;-1;-1;-1;-1;-1
2130;-1;10910;-1;-1;-1;-1;18247;-1;-1;-1;-1;-1
2131;-1;10913;-1;-1;-1;-1;18275;-1;-1;-1;-1;-1
2132;-1;10914;-1;-1;-1;-1;18276;-1;-1;-1;-1;-1
2133;-1;10928;-1;-1;-1;-1;18281;-1;-1;-1;-1;-1
2134;-1;10930;-1;-1;-1;-1;18282;-1;-1;-1;-1;-1
2135;-1;10931;-1;-1;-1;-1;18283;-1;-1;-1;-1;-1
2136;-1;10935;-1;-1;-1;-1;18284;-1;-1;-1;-1;-1
2137;-1;10939;-1;-1;-1;-1;18285;-1;-1;-1;-1;-1
2138;-1;10940;-1;-1;-1;-1;18289;-1;-1;-1;-1;-1
2139;-1;10941;-1;-1;-1;-1;18290;-1;-1;-1;-1;-1
2140;-1;10943;-1;-1;-1;-1;18291;-1;-1;-1;-1;-1
2141;-1;10944;-1;-1;-1;-1;18292;-1;-1;-1;-1;-1
2142;-1;10945;-1;-1;-1;-1;18301;-1;-1;-1;-1;-1
2143;-1;10946;-1;-1;-1;-1;18359;-1;-1;-1;-1;-1
2144;-1;10947;-1;-1;-1;-1;18452;-1;-1;-1;-1;-1
2145;-1;10948;-1;-1;-1;-1;18453;-1;-1;-1;-1;-1
2146;-1;10949;-1;-1;-1;-1;18454;-1;-1;-1;-1;-1
2147;-1;10950;-1;-1;-1;-1;18455;-1;-1;-1;-1;-1
2148;-1;10951;-1;-1;-1;-1;18456;-1;-1;-1;-1;-1
2149;-1;10952;-1;-1;-1;-1;18457;-1;-1;-1;-1;-1
2150;-1;10953;-1;-1;-1;-1;18458;-1;-1;-1;-1;-1
2151;-1;10954;-1;-1;-1;-1;18459;-1;-1;-1;-1;-1
2152;-1;10955;-1;-1;-1;-1;18461;-1;-1;-1;-1;-1
2153;-1;10956;-1;-1;-1;-1;18462;-1;-1;-1;-1;-1
2154;-1;10957;-1;-1;-1;-1;18463;-1;-1;-1;-1;-1
2155;-1;10958;-1;-1;-1;-1;18465;-1;-1;-1;-1;-1
2156;-1;10959;-1;-1;-1;-1;18473;-1;-1;-1;-1;-1
2157;-1;10960;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2158;-1;10961;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2159;-1;10962;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2160;-1;10963;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2161;-1;10964;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2162;-1;10965;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2163;-1;10966;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2164;-1;10967;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2165;-1;10968;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2166;-1;10969;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2167;-1;10970;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2168;-1;10971;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2169;-1;10972;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2170;-1;10973;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2171;-1;10974;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2172;-1;10975;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2173;-1;10976;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2174;-1;10977;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2175;-1;10978;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2176;-1;10979;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2177;-1;10980;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2178;-1;10981;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2179;-1;10982;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2180;-1;10983;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2181;-1;10984;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2182;-1;10985;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2183;-1;10986;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2184;-1;10987;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2185;-1;10988;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2186;-1;10989;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2187;-1;10990;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2188;-1;10991;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2189;-1;10992;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2190;-1;10993;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2191;-1;10997;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2192;-1;10998;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2193;-1;10999;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2194;-1;11000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2195;-1;11001;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2196;-1;11002;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2197;-1;11003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2198;-1;11004;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2199;-1;11005;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2200;-1;11006;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2201;-1;11007;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2202;-1;11008;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2203;-1;11009;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2204;-1;11010;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2205;-1;11011;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2206;-1;11012;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2207;-1;11013;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2208;-1;11014;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2209;-1;11015;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2210;-1;11016;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2211;-1;11017;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2212;-1;11018;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2213;-1;11019;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2214;-1;11020;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2215;-1;11021;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2216;-1;11022;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2217;-1;11023;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2218;-1;11024;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2219;-1;11025;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2220;-1;11026;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2221;-1;11027;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2222;-1;11028;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2223;-1;11029;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2224;-1;11030;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2225;-1;11031;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2226;-1;11032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2227;-1;11033;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2228;-1;11034;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2229;-1;11035;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2230;-1;11036;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2231;-1;11037;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2232;-1;11038;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2233;-1;11039;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2234;-1;11040;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2235;-1;11041;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2236;-1;11042;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2237;-1;11043;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2238;-1;11044;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2239;-1;11045;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2240;-1;11046;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2241;-1;11047;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2242;-1;11048;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2243;-1;11049;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2244;-1;11050;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2245;-1;11051;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2246;-1;11052;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2247;-1;11053;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2248;-1;11055;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2249;-1;11056;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2250;-1;11057;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2251;-1;11058;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2252;-1;11059;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2253;-1;11060;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2254;-1;11061;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2255;-1;11062;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2256;-1;11063;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2257;-1;11064;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2258;-1;11066;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2259;-1;11067;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2260;-1;11068;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2261;-1;11069;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2262;-1;11070;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2263;-1;11071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2264;-1;11072;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2265;-1;11073;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2266;-1;11074;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2267;-1;11075;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2268;-1;11076;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2269;-1;11077;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2270;-1;11078;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2271;-1;11079;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2272;-1;11080;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2273;-1;11081;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2274;-1;11082;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2275;-1;11083;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2276;-1;11084;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2277;-1;11085;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2278;-1;11086;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2279;-1;11087;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2280;-1;11088;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2281;-1;11089;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2282;-1;11090;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2283;-1;11091;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2284;-1;11092;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2285;-1;11093;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2286;-1;11094;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2287;-1;11095;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2288;-1;11096;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2289;-1;11097;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2290;-1;11098;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2291;-1;11099;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2292;-1;11100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2293;-1;11101;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2294;-1;11102;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2295;-1;11103;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2296;-1;11104;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2297;-1;11105;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2298;-1;11106;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2299;-1;11107;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2300;-1;11108;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2301;-1;11109;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2302;-1;11110;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2303;-1;11111;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2304;-1;11112;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2305;-1;11113;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2306;-1;11114;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2307;-1;11115;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2308;-1;11116;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2309;-1;11117;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2310;-1;11118;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2311;-1;11119;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2312;-1;11120;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2313;-1;11121;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2314;-1;11122;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2315;-1;11123;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2316;-1;11124;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2317;-1;11125;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2318;-1;11126;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2319;-1;11127;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2320;-1;11128;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2321;-1;11129;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2322;-1;11130;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2323;-1;11131;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2324;-1;11132;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2325;-1;11133;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2326;-1;11134;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2327;-1;11135;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2328;-1;11136;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2329;-1;11137;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2330;-1;11138;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2331;-1;11139;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2332;-1;11140;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2333;-1;11141;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2334;-1;11142;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2335;-1;11143;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2336;-1;11144;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2337;-1;11145;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2338;-1;11146;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2339;-1;11147;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2340;-1;11148;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2341;-1;11149;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2342;-1;11150;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2343;-1;11151;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2344;-1;11152;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2345;-1;11153;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2346;-1;11154;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2347;-1;11155;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2348;-1;11156;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2349;-1;11157;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2350;-1;11158;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2351;-1;11159;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2352;-1;11160;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2353;-1;11161;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2354;-1;11162;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2355;-1;11163;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2356;-1;11164;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2357;-1;11165;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2358;-1;11166;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2359;-1;11167;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2360;-1;11168;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2361;-1;11169;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2362;-1;11170;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2363;-1;11171;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2364;-1;11172;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2365;-1;11173;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2366;-1;11174;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2367;-1;11175;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2368;-1;11176;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2369;-1;11177;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2370;-1;11178;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2371;-1;11179;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2372;-1;11180;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2373;-1;11181;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2374;-1;11182;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2375;-1;11183;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2376;-1;11184;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2377;-1;11185;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2378;-1;11186;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2379;-1;11187;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2380;-1;11188;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2381;-1;11189;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2382;-1;11190;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2383;-1;11191;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2384;-1;11192;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2385;-1;11193;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2386;-1;11194;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2387;-1;11195;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2388;-1;11252;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2389;-1;11253;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2390;-1;11254;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2391;-1;11255;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2392;-1;11256;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2393;-1;11257;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2394;-1;11258;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2395;-1;11259;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2396;-1;11274;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2397;-1;11275;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2398;-1;11278;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2399;-1;11281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2400;-1;11286;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2401;-1;11287;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2402;-1;11288;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2403;-1;11298;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2404;-1;11389;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2405;-1;11391;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2406;-1;11392;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2407;-1;11393;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2408;-1;11394;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2409;-1;11395;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2410;-1;11396;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2411;-1;11397;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2412;-1;11398;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2413;-1;11399;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2414;-1;11400;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2415;-1;11401;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2416;-1;11402;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2417;-1;11403;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2418;-1;11404;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2419;-1;11406;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2420;-1;11407;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
